eBird/Clements Name,Macaulay Audio Total,GenBank species,GB_Nucleotide_Seqs
Cyanoloxia cyanoides,226,Cyanoloxia cyanoides,73
Cyanoloxia glaucocaerulea,22,Cyanoloxia glaucocaerulea,13
Cyanoloxia rothschildii,165,Cyanoloxia rothschildii,5
Cyanolyca argentigula,19,Cyanolyca argentigula,13
Cyanolyca armillata,115,Cyanolyca armillata,27
Cyanolyca cucullata,77,Cyanolyca cucullata,28
Cyanolyca mirabilis,10,Cyanolyca mirabilis,6
Cyanolyca nanus,22,Cyanolyca nanus,2
Cyanolyca pulchra,39,Cyanolyca pulchra,5
Cyanolyca pumilo,25,Cyanolyca pumilo,5
Cyanolyca turcosa,84,Cyanolyca turcosa,32
Cyanolyca viridicyanus,76,Cyanolyca viridicyanus,54
Cyanomitra alinae,3,Cyanomitra alinae,2
Cyanomitra bannermani,3,Cyanomitra bannermani,0
Cyanomitra cyanolaema,12,Cyanomitra cyanolaema,4
Cyanomitra olivacea,99,Cyanomitra olivacea,342
Cyanomitra oritis,3,Cyanomitra oritis,32
Cyanomitra veroxii,29,Cyanomitra veroxii,0
Cyanomitra verticalis,14,Cyanomitra verticalis,14
Cyanophaia bicolor,0,Cyanophaia bicolor,17
Cyanopica cooki,94,Cyanopica cooki,22
Cyanopica cyanus,43,Cyanopica cyanus,790
Cyanopsitta spixii,2,Cyanopsitta spixii,54
Cyanoptila cumatilis,4,Cyanoptila cumatilis,4
Cyanoptila cyanomelana,61,Cyanoptila cyanomelana,32
Cyanoramphus auriceps,9,Cyanoramphus auriceps,64
Cyanoramphus cookii,4,Cyanoramphus cookii,3
Cyanoramphus forbesi,5,Cyanoramphus forbesi,36
Cyanoramphus hochstetteri,0,Cyanoramphus hochstetteri,20
Cyanoramphus malherbi,3,Cyanoramphus malherbi,35
Cyanoramphus novaezelandiae,20,Cyanoramphus novaezelandiae,138
Cyanoramphus saisseti,4,Cyanoramphus saisseti,0
Cyanoramphus ulietanus,0,Cyanoramphus ulietanus,0
Cyanoramphus unicolor,0,Cyanoramphus unicolor,19
Cyanoramphus zealandicus,0,Cyanoramphus zealandicus,0
Cyclarhis gujanensis,1140,Cyclarhis gujanensis,81
Cyclarhis nigrirostris,152,Cyclarhis nigrirostris,5
Cyclopsitta diophthalma,10,Cyclopsitta diophthalma,8
Cyclopsitta gulielmitertii,4,Cyclopsitta gulielmitertii,0
Cygnus atratus,36,Cygnus atratus,41724
Cygnus buccinator,468,Cygnus buccinator,40
Cygnus columbianus,501,Cygnus columbianus,23
Cygnus cygnus,82,Cygnus cygnus,38
Cygnus melancoryphus,15,Cygnus melancoryphus,17
Cygnus olor,163,Cygnus olor,31
Cymbilaimus lineatus,298,Cymbilaimus lineatus,475
Cymbilaimus sanctaemariae,90,Cymbilaimus sanctaemariae,50
Cymbirhynchus macrorhynchos,19,Cymbirhynchus macrorhynchos,25
Cynanthus latirostris,112,Cynanthus latirostris,272
Cynanthus sordidus,10,Cynanthus sordidus,71
Cyornis banyumas,68,Cyornis banyumas,33
Cyornis brunneatus,1,Cyornis brunneatus,0
Cyornis caerulatus,22,Cyornis caerulatus,11
Cyornis colonus,1,Cyornis colonus,17
Cyornis concretus,21,Cyornis concretus,15
Cyornis glaucicomans,14,Cyornis glaucicomans,12
Cyornis hainanus,44,Cyornis hainanus,97
Cyornis herioti,1,Cyornis herioti,1
Cyornis hoevelli,12,Cyornis hoevelli,0
Cyornis hyacinthinus,2,Cyornis hyacinthinus,0
Cyornis lemprieri,5,Cyornis lemprieri,0
Cyornis magnirostris,7,Cyornis magnirostris,6
Cyornis nicobaricus,4,Cyornis nicobaricus,0
Cyornis olivaceus,9,Cyornis olivaceus,4
Cyornis omissus,4,Cyornis omissus,6
Cyornis oscillans,1,Cyornis oscillans,0
Cyornis pallidipes,32,Cyornis pallidipes,35
Cyornis pelingensis,6,Cyornis pelingensis,0
Cyornis poliogenys,27,Cyornis poliogenys,10
Cyornis rubeculoides,101,Cyornis rubeculoides,197
Cyornis ruckii,0,Cyornis ruckii,0
Cyornis ruficauda,6,Cyornis ruficauda,34
Cyornis rufigastra,65,Cyornis rufigastra,25
Cyornis sanfordi,6,Cyornis sanfordi,0
Cyornis sumatrensis,36,Cyornis sumatrensis,0
Cyornis superbus,15,Cyornis superbus,10
Cyornis tickelliae,234,Cyornis tickelliae,7
Cyornis turcosus,11,Cyornis turcosus,10
Cyornis umbratilis,31,Cyornis umbratilis,11
Cyornis unicolor,42,Cyornis unicolor,20
Cyphorhinus arada,210,Cyphorhinus arada,16
Cyphorhinus phaeocephalus,111,Cyphorhinus phaeocephalus,13
Cyphorhinus thoracicus,157,Cyphorhinus thoracicus,2
Cypseloides cherriei,10,Cypseloides cherriei,0
Cypseloides cryptus,6,Cypseloides cryptus,1
Cypseloides fumigatus,6,Cypseloides fumigatus,23
Cypseloides lemosi,2,Cypseloides lemosi,0
Cypseloides niger,11,Cypseloides niger,4
Cypseloides rothschildi,0,Cypseloides rothschildi,0
Cypseloides senex,4,Cypseloides senex,0
Cypseloides storeri,1,Cypseloides storeri,0
Cypsiurus balasiensis,77,Cypsiurus balasiensis,14
Cypsiurus parvus,12,Cypsiurus parvus,5
Cypsnagra hirundinacea,32,Cypsnagra hirundinacea,15
Cyrtonyx montezumae,80,Cyrtonyx montezumae,2018
Cyrtonyx ocellatus,42,Cyrtonyx ocellatus,1
Dacelo gaudichaud,14,Dacelo gaudichaud,20
Dacelo leachii,28,Dacelo leachii,218
Dacelo novaeguineae,159,Dacelo novaeguineae,61
Dacelo tyro,0,Dacelo tyro,27
Dacnis albiventris,8,Dacnis albiventris,2
Dacnis berlepschi,6,Dacnis berlepschi,0
Dacnis cayana,46,Dacnis cayana,22
Dacnis flaviventer,14,Dacnis flaviventer,2
Dacnis hartlaubi,5,Dacnis hartlaubi,1
Dacnis lineata,15,Dacnis lineata,3
Dacnis nigripes,2,Dacnis nigripes,1
Dacnis venusta,10,Dacnis venusta,6
Dacnis viguieri,0,Dacnis viguieri,1
Dactylortyx thoracicus,61,Dactylortyx thoracicus,12
Daphoenositta chrysoptera,41,Daphoenositta chrysoptera,65
Daphoenositta miranda,3,Daphoenositta miranda,6
Daphoenositta papuensis,1,Daphoenositta papuensis,12
Daption capense,12,Daption capense,11
Daptrius ater,81,Daptrius ater,52
Dasycrotapha plateni,4,Dasycrotapha plateni,5
Dasycrotapha pygmaea,0,Dasycrotapha pygmaea,0
Dasycrotapha speciosa,3,Dasycrotapha speciosa,3
Dasylophus cumingi,18,Dasylophus cumingi,0
Dasylophus superciliosus,7,Dasylophus superciliosus,8
Dasyornis brachypterus,26,Dasyornis brachypterus,14
Dasyornis broadbenti,15,Dasyornis broadbenti,11
Dasyornis longirostris,35,Dasyornis longirostris,1
Deconychura longicauda,71,Deconychura longicauda,25
Deleornis axillaris,0,Deleornis axillaris,0
Deleornis fraseri,9,Deleornis fraseri,13
Delichon dasypus,21,Delichon dasypus,21
Delichon nipalense,12,Delichon nipalense,2
Delichon urbicum,150,Delichon urbicum,108
Deltarhynchus flammulatus,39,Deltarhynchus flammulatus,3
Dendragapus fuliginosus,170,Dendragapus fuliginosus,101
Dendragapus obscurus,53,Dendragapus obscurus,68
Dendrexetastes rufigula,97,Dendrexetastes rufigula,132
Dendrocincla anabatina,77,Dendrocincla anabatina,16
Dendrocincla fuliginosa,240,Dendrocincla fuliginosa,394
Dendrocincla homochroa,31,Dendrocincla homochroa,22
Dendrocincla merula,35,Dendrocincla merula,266
Dendrocincla turdina,58,Dendrocincla turdina,47
Dendrocincla tyrannina,73,Dendrocincla tyrannina,16
Dendrocitta bayleii,7,Dendrocitta bayleii,0
Dendrocitta cinerascens,36,Dendrocitta cinerascens,15
Dendrocitta formosae,161,Dendrocitta formosae,16
Dendrocitta frontalis,5,Dendrocitta frontalis,11
Dendrocitta leucogastra,56,Dendrocitta leucogastra,0
Dendrocitta occipitalis,16,Dendrocitta occipitalis,0
Dendrocitta vagabunda,557,Dendrocitta vagabunda,7
Dendrocolaptes certhia,199,Dendrocolaptes certhia,455
Dendrocolaptes hoffmannsi,8,Dendrocolaptes hoffmannsi,4
Dendrocolaptes picumnus,150,Dendrocolaptes picumnus,20
Dendrocolaptes platyrostris,112,Dendrocolaptes platyrostris,97
Dendrocolaptes sanctithomae,108,Dendrocolaptes sanctithomae,84
Dendrocopos analis,14,Dendrocopos analis,6
Dendrocopos assimilis,1,Dendrocopos assimilis,3
Dendrocopos atratus,10,Dendrocopos atratus,11
Dendrocopos darjellensis,19,Dendrocopos darjellensis,14
Dendrocopos himalayensis,15,Dendrocopos himalayensis,8
Dendrocopos hyperythrus,23,Dendrocopos hyperythrus,14
Dendrocopos leucopterus,2,Dendrocopos leucopterus,9
Dendrocopos leucotos,58,Dendrocopos leucotos,62
Dendrocopos macei,26,Dendrocopos macei,24
Dendrocopos major,626,Dendrocopos major,323
Dendrocopos noguchii,11,Dendrocopos noguchii,24
Dendrocopos syriacus,41,Dendrocopos syriacus,27
Dendrocoptes auriceps,24,Dendrocoptes auriceps,13
Dendrocoptes dorae,4,Dendrocoptes dorae,4
Dendrocoptes medius,134,Dendrocoptes medius,392
Dendrocygna arborea,8,Dendrocygna arborea,4
Dendrocygna arcuata,10,Dendrocygna arcuata,9
Dendrocygna autumnalis,436,Dendrocygna autumnalis,26
Dendrocygna bicolor,92,Dendrocygna bicolor,7
Dendrocygna eytoni,36,Dendrocygna eytoni,9
Dendrocygna guttata,11,Dendrocygna guttata,5
Dendrocygna javanica,148,Dendrocygna javanica,9
Dendrocygna viduata,102,Dendrocygna viduata,24
Dendronanthus indicus,27,Dendronanthus indicus,5
Dendroperdix sephaena,53,Dendroperdix sephaena,23
Dendroplex kienerii,11,Dendroplex kienerii,27
Dendroplex picus,167,Dendroplex picus,27
Dendrortyx barbatus,19,Dendrortyx barbatus,6
Dendrortyx leucophrys,89,Dendrortyx leucophrys,5
Dendrortyx macroura,56,Dendrortyx macroura,16
Deroptyus accipitrinus,84,Deroptyus accipitrinus,28
Diaphorapteryx hawkinsi,0,Diaphorapteryx hawkinsi,1
Dicaeum aeneum,14,Dicaeum aeneum,16
Dicaeum agile,42,Dicaeum agile,6
Dicaeum annae,0,Dicaeum annae,0
Dicaeum anthonyi,2,Dicaeum anthonyi,7
Dicaeum aureolimbatum,9,Dicaeum aureolimbatum,5
Dicaeum australe,36,Dicaeum australe,21
Dicaeum bicolor,3,Dicaeum bicolor,3
Dicaeum celebicum,13,Dicaeum celebicum,22
Dicaeum chrysorrheum,10,Dicaeum chrysorrheum,9
Dicaeum concolor,67,Dicaeum concolor,3
Dicaeum cruentatum,48,Dicaeum cruentatum,28
Dicaeum erythrorhynchos,287,Dicaeum erythrorhynchos,3
Dicaeum erythrothorax,0,Dicaeum erythrothorax,0
Dicaeum everetti,0,Dicaeum everetti,3
Dicaeum eximium,1,Dicaeum eximium,7
Dicaeum geelvinkianum,4,Dicaeum geelvinkianum,3
Dicaeum haematostictum,0,Dicaeum haematostictum,0
Dicaeum hirundinaceum,79,Dicaeum hirundinaceum,8
Dicaeum hypoleucum,13,Dicaeum hypoleucum,131
Dicaeum igniferum,5,Dicaeum igniferum,3
Dicaeum ignipectus,119,Dicaeum ignipectus,9
Dicaeum maugei,4,Dicaeum maugei,0
Dicaeum melanozanthum,2,Dicaeum melanozanthum,11
Dicaeum minullum,43,Dicaeum minullum,12
Dicaeum monticolum,8,Dicaeum monticolum,6
Dicaeum nehrkorni,1,Dicaeum nehrkorni,0
Dicaeum nigrilore,0,Dicaeum nigrilore,4
Dicaeum nitidum,0,Dicaeum nitidum,0
Dicaeum pectorale,6,Dicaeum pectorale,2
Dicaeum proprium,2,Dicaeum proprium,0
Dicaeum pygmaeum,16,Dicaeum pygmaeum,5
Dicaeum quadricolor,0,Dicaeum quadricolor,0
Dicaeum retrocinctum,0,Dicaeum retrocinctum,0
Dicaeum sanguinolentum,4,Dicaeum sanguinolentum,3
Dicaeum schistaceiceps,2,Dicaeum schistaceiceps,0
Dicaeum trigonostigma,64,Dicaeum trigonostigma,38
Dicaeum tristrami,18,Dicaeum tristrami,3
Dicaeum trochileum,6,Dicaeum trochileum,0
Dicaeum vincens,12,Dicaeum vincens,0
Dicaeum virescens,12,Dicaeum virescens,0
Dicaeum vulneratum,6,Dicaeum vulneratum,0
Dichrozona cincta,84,Dichrozona cincta,11
Dicrurus adsimilis,98,Dicrurus adsimilis,341
Dicrurus aeneus,265,Dicrurus aeneus,20
Dicrurus aldabranus,1,Dicrurus aldabranus,8
Dicrurus andamanensis,23,Dicrurus andamanensis,0
Dicrurus annectens,5,Dicrurus annectens,17
Dicrurus atactus,7,Dicrurus atactus,0
Dicrurus atripennis,10,Dicrurus atripennis,63
Dicrurus balicassius,34,Dicrurus balicassius,25
Dicrurus bracteatus,172,Dicrurus bracteatus,16
Dicrurus caerulescens,80,Dicrurus caerulescens,2
Dicrurus densus,14,Dicrurus densus,0
Dicrurus divaricatus,8,Dicrurus divaricatus,1
Dicrurus forficatus,52,Dicrurus forficatus,390
Dicrurus fuscipennis,0,Dicrurus fuscipennis,10
Dicrurus hottentottus,130,Dicrurus hottentottus,40
Dicrurus leucophaeus,241,Dicrurus leucophaeus,42
Dicrurus lophorinus,12,Dicrurus lophorinus,0
Dicrurus ludwigii,56,Dicrurus ludwigii,357
Dicrurus macrocercus,487,Dicrurus macrocercus,26
Dicrurus megarhynchus,1,Dicrurus megarhynchus,10
Dicrurus menagei,1,Dicrurus menagei,0
Dicrurus modestus,9,Dicrurus modestus,36
Dicrurus montanus,10,Dicrurus montanus,0
Dicrurus occidentalis,9,Dicrurus occidentalis,0
Dicrurus paradiseus,630,Dicrurus paradiseus,24
Dicrurus remifer,52,Dicrurus remifer,29
Dicrurus sharpei,5,Dicrurus sharpei,24
Dicrurus sumatranus,9,Dicrurus sumatranus,0
Dicrurus waldenii,1,Dicrurus waldenii,10
Didunculus strigirostris,3,Didunculus strigirostris,6
Diglossa albilatera,107,Diglossa albilatera,4
Diglossa baritula,45,Diglossa baritula,4
Diglossa brunneiventris,36,Diglossa brunneiventris,21
Diglossa caerulescens,82,Diglossa caerulescens,2
Diglossa carbonaria,3,Diglossa carbonaria,5
Diglossa cyanea,144,Diglossa cyanea,25
Diglossa duidae,2,Diglossa duidae,2
Diglossa glauca,30,Diglossa glauca,19
Diglossa gloriosa,5,Diglossa gloriosa,2
Diglossa gloriosissima,16,Diglossa gloriosissima,2
Diglossa humeralis,62,Diglossa humeralis,7
Diglossa indigotica,23,Diglossa indigotica,2
Diglossa lafresnayii,83,Diglossa lafresnayii,6
Diglossa major,9,Diglossa major,5
Diglossa mystacalis,33,Diglossa mystacalis,4
Diglossa plumbea,34,Diglossa plumbea,3
Diglossa sittoides,35,Diglossa sittoides,15
Diglossa venezuelensis,3,Diglossa venezuelensis,4
Dinemellia dinemelli,16,Dinemellia dinemelli,20
Dinopium benghalense,157,Dinopium benghalense,25
Dinopium everetti,0,Dinopium everetti,0
Dinopium javanense,32,Dinopium javanense,25
Dinopium psarodes,4,Dinopium psarodes,0
Dinopium rafflesii,9,Dinopium rafflesii,6
Dinopium shorii,5,Dinopium shorii,3
Diomedea epomophora,8,Diomedea epomophora,24
Diomedea exulans,12,Diomedea exulans,114
Diopsittaca nobilis,76,Diopsittaca nobilis,33
Discosura conversii,6,Discosura conversii,6
Discosura langsdorffi,1,Discosura langsdorffi,6
Discosura letitiae,0,Discosura letitiae,0
Discosura longicaudus,0,Discosura longicaudus,10
Discosura popelairii,0,Discosura popelairii,6
Diuca diuca,113,Diuca diuca,19
Dives dives,259,Dives dives,11
Dives warczewiczi,76,Dives warczewiczi,8
Dixiphia pipra,168,Dixiphia pipra,95
Dolichonyx oryzivorus,1568,Dolichonyx oryzivorus,22
Doliornis remseni,5,Doliornis remseni,4
Doliornis sclateri,8,Doliornis sclateri,11
Donacobius atricapilla,167,Donacobius atricapilla,28
Donacospiza albifrons,29,Donacospiza albifrons,12
Doricha eliza,12,Doricha eliza,140
Doricha enicura,7,Doricha enicura,36
Doryfera johannae,8,Doryfera johannae,12
Doryfera ludovicae,10,Doryfera ludovicae,14
Drepanis coccinea,108,Drepanis coccinea,67
Drepanis funerea,0,Drepanis funerea,0
Drepanis pacifica,0,Drepanis pacifica,0
Drepanoptila holosericea,3,Drepanoptila holosericea,7
Drepanorhynchus reichenowi,7,Drepanorhynchus reichenowi,0
Drepanornis albertisi,20,Drepanornis albertisi,17
Drepanornis bruijnii,9,Drepanornis bruijnii,3
Dreptes thomensis,1,Dreptes thomensis,3
Dromaius novaehollandiae,4,Dromaius novaehollandiae,40731
Dromas ardeola,11,Dromas ardeola,30
Dromococcyx pavoninus,145,Dromococcyx pavoninus,0
Dromococcyx phasianellus,190,Dromococcyx phasianellus,4
Drymocichla incana,1,Drymocichla incana,4
Drymodes beccarii,7,Drymodes beccarii,3
Drymodes brunneopygia,21,Drymodes brunneopygia,42
Drymodes superciliaris,1,Drymodes superciliaris,2
Drymophila caudata,14,Drymophila caudata,16
Drymophila devillei,139,Drymophila devillei,24
Drymophila ferruginea,107,Drymophila ferruginea,5
Drymophila genei,69,Drymophila genei,6
Drymophila hellmayri,24,Drymophila hellmayri,3
Drymophila klagesi,80,Drymophila klagesi,13
Drymophila malura,133,Drymophila malura,1
Drymophila ochropyga,103,Drymophila ochropyga,5
Drymophila rubricollis,108,Drymophila rubricollis,3
Drymophila squamata,97,Drymophila squamata,9
Drymophila striaticeps,218,Drymophila striaticeps,64
Drymornis bridgesii,43,Drymornis bridgesii,18
Drymotoxeres pucheranii,4,Drymotoxeres pucheranii,6
Dryobates affinis,56,Dryobates affinis,10
Dryobates albolarvatus,132,Dryobates albolarvatus,186
Dryobates arizonae,74,Dryobates arizonae,7
Dryobates borealis,320,Dryobates borealis,150
Dryobates callonotus,21,Dryobates callonotus,23
Dryobates cassini,22,Dryobates cassini,22
Dryobates cathpharius,5,Dryobates cathpharius,7
Dryobates chocoensis,1,Dryobates chocoensis,6
Dryobates dignus,11,Dryobates dignus,10
Dryobates frontalis,14,Dryobates frontalis,11
Dryobates fumigatus,133,Dryobates fumigatus,19
Dryobates kirkii,32,Dryobates kirkii,16
Dryobates lignarius,79,Dryobates lignarius,17
Dryobates maculifrons,14,Dryobates maculifrons,0
Dryobates minor,163,Dryobates minor,49
Dryobates mixtus,51,Dryobates mixtus,33
Dryobates nigriceps,17,Dryobates nigriceps,23
Dryobates nuttallii,302,Dryobates nuttallii,48
Dryobates passerinus,55,Dryobates passerinus,24
Dryobates pubescens,2022,Dryobates pubescens,47445
Dryobates sanguineus,6,Dryobates sanguineus,10
Dryobates scalaris,380,Dryobates scalaris,40
Dryobates spilogaster,53,Dryobates spilogaster,13
Dryobates stricklandi,15,Dryobates stricklandi,12
Dryobates villosus,2329,Dryobates villosus,595
Dryocopus hodgei,6,Dryocopus hodgei,1
Dryocopus javensis,108,Dryocopus javensis,23
Dryocopus lineatus,350,Dryocopus lineatus,36
Dryocopus martius,263,Dryocopus martius,46
Dryocopus pileatus,2054,Dryocopus pileatus,78
Dryocopus schulzii,16,Dryocopus schulzii,6
Dryolimnas augusti,0,Dryolimnas augusti,0
Dryolimnas cuvieri,18,Dryolimnas cuvieri,122
Dryoscopus angolensis,5,Dryoscopus angolensis,0
Dryoscopus cubla,90,Dryoscopus cubla,32
Dryoscopus gambensis,39,Dryoscopus gambensis,21
Dryoscopus pringlii,6,Dryoscopus pringlii,0
Dryoscopus sabini,7,Dryoscopus sabini,0
Dryoscopus senegalensis,8,Dryoscopus senegalensis,0
Dryotriorchis spectabilis,9,Dryotriorchis spectabilis,2
Dubusia castaneoventris,31,Dubusia castaneoventris,8
Dubusia taeniata,123,Dubusia taeniata,8
Ducula aenea,107,Ducula aenea,14
Ducula aurorae,1,Ducula aurorae,11
Ducula badia,61,Ducula badia,13
Ducula bakeri,2,Ducula bakeri,10
Ducula basilica,4,Ducula basilica,1
Ducula bicolor,8,Ducula bicolor,33
Ducula brenchleyi,7,Ducula brenchleyi,4
Ducula carola,1,Ducula carola,0
Ducula chalconota,5,Ducula chalconota,4
Ducula cineracea,1,Ducula cineracea,0
Ducula concinna,9,Ducula concinna,0
Ducula finschii,2,Ducula finschii,4
Ducula forsteni,8,Ducula forsteni,2
Ducula galeata,2,Ducula galeata,8
Ducula goliath,10,Ducula goliath,10
Ducula lacernulata,4,Ducula lacernulata,0
Ducula latrans,23,Ducula latrans,4
Ducula luctuosa,1,Ducula luctuosa,3
Ducula melanochroa,0,Ducula melanochroa,9
Ducula mindorensis,0,Ducula mindorensis,0
Ducula mullerii,0,Ducula mullerii,4
Ducula myristicivora,2,Ducula myristicivora,2
Ducula neglecta,3,Ducula neglecta,0
Ducula nicobarica,0,Ducula nicobarica,0
Ducula oceanica,11,Ducula oceanica,4
Ducula pacifica,40,Ducula pacifica,44
Ducula perspicillata,8,Ducula perspicillata,0
Ducula pickeringii,8,Ducula pickeringii,0
Ducula pinon,9,Ducula pinon,9
Ducula pistrinaria,24,Ducula pistrinaria,16
Ducula poliocephala,15,Ducula poliocephala,0
Ducula radiata,0,Ducula radiata,0
Ducula rosacea,1,Ducula rosacea,0
Ducula rubricera,52,Ducula rubricera,35
Ducula rufigaster,4,Ducula rufigaster,18
Ducula spilorrhoa,14,Ducula spilorrhoa,0
Ducula subflavescens,0,Ducula subflavescens,0
Ducula whartoni,0,Ducula whartoni,0
Ducula zoeae,16,Ducula zoeae,6
Dulus dominicus,50,Dulus dominicus,5
Dumetella carolinensis,4222,Dumetella carolinensis,125
Dumetia hyperythra,94,Dumetia hyperythra,12
Dysithamnus leucostictus,31,Dysithamnus leucostictus,0
Dysithamnus mentalis,490,Dysithamnus mentalis,23
Dysithamnus occidentalis,31,Dysithamnus occidentalis,0
Dysithamnus plumbeus,21,Dysithamnus plumbeus,8
Dysithamnus puncticeps,55,Dysithamnus puncticeps,5
Dysithamnus stictothorax,73,Dysithamnus stictothorax,0
